locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SGL_RS11590,SGL_RS11590,NC_000911.1,sll1531,2051479,2053305,-,hypothetical protein,No COG annotation,,Op53
SGL_RS11595,SGL_RS11595,NC_000911.1,sll1530,2053319,2054479,-,FkbM family methyltransferase,Coenzyme transport and metabolism,,Op53
SGL_RS11600,SGL_RS11600,NC_000911.1,sll1528,2054482,2057472,-,glycosyltransferase,Cell wall/membrane/envelope biogenesis,,Op53
SGL_RS11605,SGL_RS11605,NC_000911.1,sll1527,2057469,2060975,-,glycosyltransferase,Cell wall/membrane/envelope biogenesis,,Op53
SGL_RS11610,SGL_RS11610,NC_000911.1,sll1526,2061101,2062621,-,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1627
SGL_RS11615,clpB,NC_000911.1,slr1641,2062905,2065523,+,ATP-dependent chaperone ClpB,"Post-translational modification, protein turnover, and chaperones",,Op295
SGL_RS11620,SGL_RS11620,NC_000911.1,ssl2971,2065509,2065808,-,hypothetical protein,No COG annotation,,Op813
SGL_RS11625,SGL_RS11625,NC_000911.1,sll1525,2066001,2066999,-,phosphoribulokinase,Nucleotide transport and metabolism,A0A6P1VIJ6_9SYNC,Op2251
SGL_RS11630,SGL_RS11630,NC_000911.1,slr1643,2067522,2068763,+,phycobilisome linker polypeptide,Inorganic ion transport and metabolism,,Op561
SGL_RS11635,SGL_RS11635,NC_000911.1,sll1524,2068855,2069694,-,HAD family hydrolase,Function unknown,,Op2060
SGL_RS11640,SGL_RS11640,NC_000911.1,slr1644,2070019,2070891,+,tetratricopeptide repeat protein,Function unknown,,Op1422
SGL_RS11645,psb27,NC_000911.1,slr1645,2070975,2071382,+,photosystem II protein Psb27,Cell wall/membrane/envelope biogenesis,,Op44
SGL_RS11650,rnc,NC_000911.1,slr1646,2071379,2072074,+,ribonuclease III,"Translation, ribosomal structure and biogenesis",,Op44
SGL_RS11655,fetB,NC_000911.1,slr1647,2072108,2072887,+,iron export ABC transporter permease subunit FetB,Function unknown,A0A6P1VJT5_9SYNC,Op44
SGL_RS11660,SGL_RS11660,NC_000911.1,slr1648,2073161,2074603,+,carotenoid oxygenase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op2116
SGL_RS11665,SGL_RS11665,NC_000911.1,ssr2754,2074694,2074957,+,type II toxin-antitoxin system Phd/YefM family antitoxin,No COG annotation,,Op1691
SGL_RS11670,SGL_RS11670,NC_000911.1,,2074954,2075214,+,Txe/YoeB family addiction module toxin,No COG annotation,,
SGL_RS11675,SGL_RS11675,NC_000911.1,slr1649,2075381,2075971,+,chromophore lyase CpcT/CpeT,Amino acid transport and metabolism,A0A6P1VFC1_9SYNC,Op1929
SGL_RS11680,pgsA,NC_000911.1,sll1522,2075968,2076507,-,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,Lipid transport and metabolism,,Op349
SGL_RS11685,SGL_RS11685,NC_000911.1,sll1521,2076547,2078340,-,diflavin flavoprotein,Energy production and conversion,,Op349
SGL_RS11690,recN,NC_000911.1,sll1520,2078366,2080120,-,DNA repair protein RecN,"Replication, recombination and repair",,Op349
SGL_RS11695,SGL_RS11695,NC_000911.1,slr0442,2080885,2082720,+,hypothetical protein,Cell motility,,Op1840
SGL_RS11700,SGL_RS11700,NC_000911.1,sll0428,2082864,2083916,-,2OG-Fe(II) oxygenase,No COG annotation,,Op1440
SGL_RS11705,SGL_RS11705,NC_000911.1,,2084143,2084370,+,DUF2281 domain-containing protein,No COG annotation,,
SGL_RS18930,SGL_RS18930,NC_000911.1,,2084482,2084760,+,PIN domain-containing protein,No COG annotation,,
SGL_RS11715,SGL_RS11715,NC_000911.1,,2084922,2085206,+,BrnT family toxin,No COG annotation,,
SGL_RS11720,SGL_RS11720,NC_000911.1,slr1005,2085211,2085417,+,hypothetical protein,No COG annotation,,Op300
SGL_RS11725,SGL_RS11725,NC_000911.1,ssr0759,2085445,2085684,+,hypothetical protein,No COG annotation,,Op300
SGL_RS11730,SGL_RS11730,NC_000911.1,ssr0761,2085826,2086110,+,type II toxin-antitoxin system prevent-host-death family antitoxin,No COG annotation,,Op1512
SGL_RS18935,SGL_RS18935,NC_000911.1,,2086107,2086211,+,type II toxin-antitoxin system YoeB family toxin,No COG annotation,,
SGL_RS11735,SGL_RS11735,NC_000911.1,sll0427,2086305,2087129,-,photosystem II manganese-stabilizing polypeptide,Function unknown,A0A6P1VHM5_9SYNC,Op804
SGL_RS11740,SGL_RS11740,NC_000911.1,slr0443,2087407,2087733,+,hypothetical protein,No COG annotation,,Op248
SGL_RS11750,SGL_RS11750,NC_000911.1,sll0426,2088130,2088636,-,hypothetical protein,No COG annotation,,Op1054
SGL_RS11755,aroA,NC_000911.1,slr0444,2088680,2090023,+,3-phosphoshikimate 1-carboxyvinyltransferase,Amino acid transport and metabolism,,Op178
SGL_RS11760,SGL_RS11760,NC_000911.1,sll0424,2090026,2091630,-,radical SAM protein,Energy production and conversion,,Op1361
SGL_RS11765,SGL_RS11765,NC_000911.1,sll0423,2091711,2092178,-,hypothetical protein,No COG annotation,,Op2292
SGL_RS11775,SGL_RS11775,NC_000911.1,sll0422,2092519,2093508,-,isoaspartyl peptidase/L-asparaginase,Amino acid transport and metabolism,,Op305
SGL_RS11780,purB,NC_000911.1,sll0421,2093629,2094924,-,adenylosuccinate lyase,Nucleotide transport and metabolism,,Op720
SGL_RS11785,SGL_RS11785,NC_000911.1,slr0445,2095079,2095666,+,Uma2 family endonuclease,Function unknown,,Op251
SGL_RS11790,ureB,NC_000911.1,sll0420,2095723,2096040,-,urease subunit beta,Amino acid transport and metabolism,,Op1485
SGL_RS11795,SGL_RS11795,NC_000911.1,sll0419,2096076,2096540,-,hypothetical protein,No COG annotation,,Op1721
SGL_RS11800,SGL_RS11800,NC_000911.1,sll0418,2096618,2097574,-,2-methyl-6-phytyl-1%2C4-hydroquinone methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op2326
SGL_RS11805,SGL_RS11805,NC_000911.1,slr0446,2097643,2098602,+,DNA polymerase III subunit delta',"Replication, recombination and repair",,Op363
SGL_RS11810,urtA,NC_000911.1,slr0447,2098921,2100261,+,urea ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A6P1VIS5_9SYNC,Op782
SGL_RS11815,radA,NC_000911.1,slr0448,2100463,2101980,+,DNA repair protein RadA,"Post-translational modification, protein turnover, and chaperones",,Op1151
SGL_RS11820,SGL_RS11820,NC_000911.1,sll0274,2101977,2102561,-,pentapeptide repeat-containing protein,Function unknown,,Op1524
SGL_RS11825,SGL_RS11825,NC_000911.1,sll0273,2102769,2104391,-,sodium:proton antiporter,"Intracellular trafficking, secretion, and vesicular transport",,Op1899
SGL_RS11830,SGL_RS11830,NC_000911.1,sll0272,2104439,2104912,-,DUF2996 domain-containing protein,Function unknown,,Op2225
SGL_RS11835,nusB,NC_000911.1,sll0271,2104943,2105608,-,transcription antitermination factor NusB,Transcription,A0A6P1VP63_9SYNC,Op2225
SGL_RS11840,SGL_RS11840,NC_000911.1,slr0280,2105837,2107645,+,phosphodiester glycosidase family protein,Carbohydrate transport and metabolism,,Op424
SGL_RS11845,priA,NC_000911.1,sll0270,2107664,2110159,-,primosomal protein N',"Replication, recombination and repair",,Op1557
SGL_RS11850,SGL_RS11850,NC_000911.1,sll0269,2110166,2110579,-,hypothetical protein,No COG annotation,,Op1557
SGL_RS11855,SGL_RS11855,NC_000911.1,sll0268,2110697,2111044,-,YtxH domain-containing protein,Function unknown,A0A6P1VL06_9SYNC,Op232
SGL_RS11860,SGL_RS11860,NC_000911.1,sll0267,2111141,2115877,-,EAL domain-containing protein,Signal transduction mechanisms,,Op232
SGL_RS11865,SGL_RS11865,NC_000911.1,sll0266,2116083,2117312,-,hypothetical protein,No COG annotation,,Op507
SGL_RS11870,SGL_RS11870,NC_000911.1,sll0265,2117309,2118214,-,ferritin-like domain-containing protein,Function unknown,,Op507
SGL_RS11875,SGL_RS11875,NC_000911.1,sll0264,2118198,2119337,-,aromatic ring-hydroxylating dioxygenase subunit alpha,Inorganic ion transport and metabolism,,Op507
SGL_RS11880,SGL_RS11880,NC_000911.1,sll0263,2119301,2120020,-,hypothetical protein,No COG annotation,,Op1293
SGL_RS11885,SGL_RS11885,NC_000911.1,sll0262,2120067,2121146,-,fatty acid desaturase,Lipid transport and metabolism,,Op2121
SGL_RS11890,SGL_RS11890,NC_000911.1,sll0261,2121641,2123347,-,NAD-binding protein,Inorganic ion transport and metabolism,,Op2424
SGL_RS20150,SGL_RS20150,NC_000911.1,,2123386,2123508,-,hypothetical protein,No COG annotation,,
SGL_RS11895,SGL_RS11895,NC_000911.1,slr0284,2123646,2123996,+,phage holin family protein,Function unknown,A0A068N0A9_SYNY4,Op499
SGL_RS11900,SGL_RS11900,NC_000911.1,slr0285,2124122,2124973,+,radical SAM protein,No COG annotation,,Op904
SGL_RS11905,SGL_RS11905,NC_000911.1,slr0286,2124966,2126246,+,hypothetical protein,No COG annotation,,Op904
SGL_RS11910,SGL_RS11910,NC_000911.1,sll0260,2126243,2127589,-,hemolysin family protein,Function unknown,,Op957
SGL_RS11915,rpsP,NC_000911.1,ssr0482,2127879,2128127,+,30S ribosomal protein S16,"Translation, ribosomal structure and biogenesis",A0A6P1VJX5_9SYNC,Op395
SGL_RS11920,SGL_RS11920,NC_000911.1,slr0287,2128168,2128524,+,KH domain-containing protein,Function unknown,A0A6P1VHQ4_9SYNC,Op395
SGL_RS11925,SGL_RS11925,NC_000911.1,slr0288,2128767,2130941,+,glutamine synthetase III,Function unknown,,Op1212
SGL_RS11930,SGL_RS11930,NC_000911.1,slr0291,2131105,2131539,+,DUF29 domain-containing protein,Function unknown,,Op1535
SGL_RS11935,psbV,NC_000911.1,sll0258,2131616,2132098,-,photosystem II cytochrome c-550,Energy production and conversion,,Op1819
SGL_RS11940,SGL_RS11940,NC_000911.1,ssl0483,2132257,2132457,-,hypothetical protein,No COG annotation,,Op1915
SGL_RS11945,SGL_RS11945,NC_000911.1,slr0292,2132715,2133545,+,sirohydrochlorin chelatase,Function unknown,,Op1213
SGL_RS11950,tsaE,NC_000911.1,sll0257,2133549,2134022,-,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,"Translation, ribosomal structure and biogenesis",,Op837
SGL_RS11955,gcvP,NC_000911.1,slr0293,2134202,2137153,+,aminomethyl-transferring glycine dehydrogenase,Amino acid transport and metabolism,,Op2404
SGL_RS11960,SGL_RS11960,NC_000911.1,slr0294,2137259,2137738,+,hypothetical protein,No COG annotation,,Op1610
SGL_RS11965,SGL_RS11965,NC_000911.1,slr0392,2137707,2138081,+,hypothetical protein,No COG annotation,,Op1610
SGL_RS11970,SGL_RS11970,NC_000911.1,slr0393,2138074,2138439,+,HNH endonuclease,Defense mechanisms,,Op1610
SGL_RS18940,SGL_RS18940,NC_000911.1,,2138496,2138621,+,DUF433 domain-containing protein,No COG annotation,,
SGL_RS11975,SGL_RS11975,NC_000911.1,sll0364,2138723,2139142,-,DUF2358 domain-containing protein,Function unknown,,Op303
SGL_RS11980,SGL_RS11980,NC_000911.1,slr0394,2139193,2140395,+,phosphoglycerate kinase,Nucleotide transport and metabolism,,Op1545
SGL_RS11985,SGL_RS11985,NC_000911.1,slr0395,2140664,2141593,+,LysR family transcriptional regulator,Transcription,A0A6P1VFG5_9SYNC,Op1429
SGL_RS11990,alaS,NC_000911.1,sll0362,2141613,2144246,-,alanine--tRNA ligase,"Translation, ribosomal structure and biogenesis",,Op690
SGL_RS11995,SGL_RS11995,NC_000911.1,sll0361,2144427,2144846,-,hypothetical protein,No COG annotation,,Op2168
SGL_RS12000,SGL_RS12000,NC_000911.1,sll0360,2144979,2145812,-,type II CAAX endopeptidase family protein,Function unknown,,Op1860
SGL_RS12005,SGL_RS12005,NC_000911.1,sll0359,2146000,2146467,-,AbrB family transcriptional regulator,Transcription,A0A6P1VH80_9SYNC,Op2070
SGL_RS12010,SGL_RS12010,NC_000911.1,slr0397,2146801,2147376,+,DUF3038 domain-containing protein,Function unknown,,Op2271
SGL_RS12015,SGL_RS12015,NC_000911.1,slr0398,2147548,2148033,+,hypothetical protein,Function unknown,,Op701
SGL_RS12020,SGL_RS12020,NC_000911.1,slr0399,2148253,2149233,+,NAD(P)H-binding protein,Carbohydrate transport and metabolism,,Op2350
SGL_RS12025,SGL_RS12025,NC_000911.1,slr0400,2149333,2150250,+,NAD(+) kinase,Nucleotide transport and metabolism,A0A6P1VKD0_9SYNC,Op1173
SGL_RS12030,SGL_RS12030,NC_000911.1,slr0401,2150247,2151401,+,extracellular solute-binding protein,Amino acid transport and metabolism,,Op1173
SGL_RS12040,rdgB,NC_000911.1,slr0402,2151606,2152190,+,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,Nucleotide transport and metabolism,,Op908
SGL_RS12045,SGL_RS12045,NC_000911.1,ssl0707,2152291,2152629,-,P-II family nitrogen regulator,Transcription,A0A6P1VIR8_9SYNC,Op1658
SGL_RS12050,SGL_RS12050,NC_000911.1,slr0404,2152932,2153933,+,DUF1517 domain-containing protein,Function unknown,,Op1286
SGL_RS20155,SGL_RS20155,NC_000911.1,,2154072,2154206,-,hypothetical protein,No COG annotation,,
SGL_RS12055,SGL_RS12055,NC_000911.1,ssr0657,2154205,2154498,+,DUF6439 family protein,No COG annotation,A0A6P1VHG9_9SYNC,Op2016
SGL_RS12060,SGL_RS12060,NC_000911.1,sll0356,2154516,2155172,-,phosphoribosylanthranilate isomerase,Amino acid transport and metabolism,,Op2398
SGL_RS12065,SGL_RS12065,NC_000911.1,sll0355,2155273,2156265,-,DMT family transporter,"Intracellular trafficking, secretion, and vesicular transport",,Op1307
SGL_RS19235,SGL_RS19235,NC_000911.1,,2156344,2156436,+,IS1 family transposase,No COG annotation,,
SGL_RS12070,SGL_RS12070,NC_000911.1,sll0354,2156497,2156961,-,ABA4-like family protein,Function unknown,,Op1799
SGL_RS12075,SGL_RS12075,NC_000911.1,,2157115,2157303,+,DUF2442 domain-containing protein,Function unknown,,
SGL_RS12080,pyrC,NC_000911.1,slr0406,2157442,2158470,+,dihydroorotase,Nucleotide transport and metabolism,,Op869
SGL_RS12085,SGL_RS12085,NC_000911.1,slr0407,2158543,2159355,+,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op2480
SGL_RS12090,SGL_RS12090,NC_000911.1,slr0408,2159620,2172219,+,SwmB domain-containing protein,Carbohydrate transport and metabolism,,Op2367
SGL_RS12095,SGL_RS12095,NC_000911.1,slr0142,2172365,2173099,+,YoaK family protein,Function unknown,,Op2572
SGL_RS12100,SGL_RS12100,NC_000911.1,slr0143,2173197,2176772,+,AAA-like domain-containing protein,Function unknown,,Op1787
SGL_RS12105,SGL_RS12105,NC_000911.1,slr0144,2177115,2177903,+,hypothetical protein,Function unknown,,Op1349
SGL_RS12110,SGL_RS12110,NC_000911.1,slr0145,2177900,2178310,+,hypothetical protein,No COG annotation,,Op1349
SGL_RS19915,SGL_RS19915,NC_000911.1,,2178325,2178837,+,phycobilisome protein,Function unknown,,
SGL_RS12120,SGL_RS12120,NC_000911.1,slr0147,2178840,2179505,+,hypothetical protein,Function unknown,,Op808
SGL_RS12125,SGL_RS12125,NC_000911.1,slr0148,2179537,2180019,+,2Fe-2S iron-sulfur cluster-binding protein,Energy production and conversion,,Op808
SGL_RS12130,SGL_RS12130,NC_000911.1,slr0149,2180073,2180543,+,hypothetical protein,Function unknown,,Op506
SGL_RS12135,SGL_RS12135,NC_000911.1,slr0150,2180577,2180888,+,2Fe-2S iron-sulfur cluster-binding protein,Energy production and conversion,A0A6P1VHU0_9SYNC,Op506
SGL_RS12140,SGL_RS12140,NC_000911.1,slr0151,2181013,2181975,+,tetratricopeptide repeat protein,Function unknown,,Op495
SGL_RS12145,SGL_RS12145,NC_000911.1,slr0152,2182096,2183958,+,serine/threonine-protein kinase,Transcription,,Op641
SGL_RS12150,SGL_RS12150,NC_000911.1,sll0149,2184030,2185784,-,hypothetical protein,Function unknown,,Op1127
SGL_RS12155,SGL_RS12155,NC_000911.1,sll0148,2185870,2188077,-,caspase family protein,Function unknown,,Op1977
SGL_RS12160,SGL_RS12160,NC_000911.1,sll0147,2188230,2190236,-,hypothetical protein,Energy production and conversion,,Op2258
SGL_RS19920,SGL_RS19920,NC_000911.1,,2190703,2190940,-,hypothetical protein,No COG annotation,,
SGL_RS12165,SGL_RS12165,NC_000911.1,sll0146,2190933,2192051,-,branched-chain amino acid ABC transporter permease,Amino acid transport and metabolism,,Op2645
SGL_RS12170,frr,NC_000911.1,sll0145,2192133,2192681,-,ribosome recycling factor,"Translation, ribosomal structure and biogenesis",A0A6P1VPY8_9SYNC,Op1141
SGL_RS12175,pyrH,NC_000911.1,sll0144,2192668,2193390,-,UMP kinase,Nucleotide transport and metabolism,A0A6P1VL67_9SYNC,Op1141
SGL_RS12180,SGL_RS12180,NC_000911.1,ssl0259,2193591,2193812,-,type II toxin-antitoxin system HicB family antitoxin,No COG annotation,,Op1169
SGL_RS12185,SGL_RS12185,NC_000911.1,,2193813,2194157,-,type II toxin-antitoxin system HicA family toxin,No COG annotation,,
SGL_RS12190,clpB,NC_000911.1,slr0156,2194405,2197101,+,ATP-dependent chaperone ClpB,"Post-translational modification, protein turnover, and chaperones",,Op1542
SGL_RS12195,SGL_RS12195,NC_000911.1,slr0157,2197132,2197620,+,hypothetical protein,No COG annotation,,Op1542
SGL_RS12200,SGL_RS12200,NC_000911.1,sll0142,2197732,2200959,-,efflux RND transporter permease subunit,Defense mechanisms,,Op1668
SGL_RS12205,SGL_RS12205,NC_000911.1,sll0141,2201147,2202550,-,efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,,Op1657
SGL_RS12210,SGL_RS12210,NC_000911.1,slr0161,2202944,2204053,+,type IV pilus twitching motility protein PilT,Cell motility,A0A6P1VLT8_9SYNC,Op1386
SGL_RS20075,SGL_RS20075,NC_000911.1,,2204157,2205372,+,type II secretion system F family protein,"Intracellular trafficking, secretion, and vesicular transport",,
SGL_RS12225,SGL_RS12225,NC_000911.1,slr0164,2205774,2206451,+,ATP-dependent Clp protease proteolytic subunit,"Post-translational modification, protein turnover, and chaperones",A0A6P1VKF5_9SYNC,Op2334
SGL_RS12230,SGL_RS12230,NC_000911.1,slr0165,2206551,2207159,+,ATP-dependent Clp protease proteolytic subunit,"Post-translational modification, protein turnover, and chaperones",,Op216
SGL_RS12235,SGL_RS12235,NC_000911.1,sll0136,2207370,2208695,-,aminopeptidase P N-terminal domain-containing protein,Amino acid transport and metabolism,,Op1237
SGL_RS12240,SGL_RS12240,NC_000911.1,sll0135,2208778,2209758,-,S-methyl-5'-thioadenosine phosphorylase,Nucleotide transport and metabolism,,Op1700
SGL_RS12245,SGL_RS12245,NC_000911.1,ssl0242,2209703,2209939,-,DUF3134 domain-containing protein,Function unknown,A0A6P1VGA7_9SYNC,Op1700
SGL_RS18950,SGL_RS18950,NC_000911.1,,2210006,2210161,-,ribbon-helix-helix domain-containing protein,No COG annotation,,
SGL_RS18955,SGL_RS18955,NC_000911.1,,2210385,2211162,+,IS5 family transposase,No COG annotation,,
SGL_RS12255,SGL_RS12255,NC_000911.1,slr1923,2211283,2212479,+,Coenzyme F420 hydrogenase/dehydrogenase%2C beta subunit C-terminal domain,Energy production and conversion,,Op1264
SGL_RS12260,SGL_RS12260,NC_000911.1,slr1924,2212505,2213707,+,serine hydrolase,Defense mechanisms,,Op1264
SGL_RS12265,cbiB,NC_000911.1,slr1925,2213707,2214735,+,adenosylcobinamide-phosphate synthase CbiB,Coenzyme transport and metabolism,,Op1264
SGL_RS12270,prfB,NC_000911.1,sll1865,2214685,2215725,-,peptide chain release factor 2,"Translation, ribosomal structure and biogenesis",,Op2323
SGL_RS12275,SGL_RS12275,NC_000911.1,,2216151,2216396,+,hypothetical protein,No COG annotation,,
SGL_RS12280,SGL_RS12280,NC_000911.1,sll1864,2216476,2219175,-,chloride channel protein,Inorganic ion transport and metabolism,,Op2090
SGL_RS12285,SGL_RS12285,NC_000911.1,slr1926,2219290,2219793,+,hypothetical protein,"Replication, recombination and repair",,Op1436
SGL_RS12290,SGL_RS12290,NC_000911.1,slr1927,2219786,2220961,+,DUF58 domain-containing protein,Function unknown,,Op1436
SGL_RS12295,SGL_RS12295,NC_000911.1,slr1928,2221173,2221631,+,hypothetical protein,Cell motility,,Op2270
SGL_RS18960,SGL_RS18960,NC_000911.1,,2221648,2222199,+,type II secretion system protein,Cell motility,,
SGL_RS12305,SGL_RS12305,NC_000911.1,slr1930,2222316,2222876,+,type II secretion system protein,Cell motility,,Op1462
SGL_RS18965,SGL_RS18965,NC_000911.1,,2222898,2223815,+,hypothetical protein,Cell motility,,
SGL_RS12310,SGL_RS12310,NC_000911.1,slr1932,2223873,2224568,+,alpha/beta hydrolase,Lipid transport and metabolism,,Op484
SGL_RS12315,SGL_RS12315,NC_000911.1,sll1863,2224789,2225079,-,hypothetical protein,No COG annotation,,Op747
SGL_RS12320,SGL_RS12320,NC_000911.1,sll1862,2225278,2225709,-,hypothetical protein,No COG annotation,,Op2088
SGL_RS12325,SGL_RS12325,NC_000911.1,sll1861,2225766,2226530,-,IS5 family transposase,No COG annotation,,Op2603
SGL_RS12330,SGL_RS12330,NC_000911.1,sll1860,2226619,2227404,-,IS5 family transposase,No COG annotation,G8JZR6_9SYNC,Op62
SGL_RS19240,SGL_RS19240,NC_000911.1,,2227654,2227752,+,ABC transporter ATP-binding protein,No COG annotation,,
